AssemblyAccession	Scientific.Name	taxID
GCF_010729305.1	Mycolicibacterium psychrotolerans	216929
GCF_003363775.1	Spiroplasma alleghenense	216931
GCF_008086545.1	Spiroplasma chinense	216932
GCF_002237575.1	Spiroplasma corruscae	216934
GCF_001715535.1	Spiroplasma helicoides	216938
GCF_001267155.1	Spiroplasma litorale	216942
GCF_001513715.1	Spiroplasma turonicum	216946
GCF_001645705.1	Lederbergia galactosidilytica	217031
GCF_014195655.1	Angulomicrobium tetraedrale	217068
GCF_002864175.1	Paenibacillus pasadenensis	217090
GCF_900636675.1	Achromobacter spanius	217203
GCF_008245125.1	Achromobacter insolitus	217204
GCF_013408435.1	Aeriscardovia aeriphila	218139
GCF_014397115.1	Vagococcus carniphilus	218144
GCF_000021905.1	Desulfatibacillum aliphaticivorans	218208
GCF_002954605.1	Polaribacter butkevichii	218490
GCF_900102535.1	Sulfitobacter delicatus	218672
GCF_900113435.1	Sulfitobacter dubius	218673
GCF_900107925.1	Amycolatopsis pretoriensis	218821
GCF_014873755.1	Amycolatopsis lexingtonensis	218822
GCF_002155975.1	Amycolatopsis kentuckyensis	218823
GCF_014892695.1	Aeromonas simiae	218936
GCF_900103795.1	Pseudomonas antarctica	219572
GCF_900105955.1	Pseudomonas proteolytica	219574
GCF_003096875.1	Paraburkholderia unamae	219649
GCF_002804025.1	Mesoplasma tabanidae	219745
GCF_013410755.1	Nocardiopsis aegyptia	220378
GCF_001636415.1	Neobacillus drentensis	220684
GCF_001026695.1	Neobacillus vireti	220686
GCF_001636395.1	Neobacillus novalis	220687
GCF_002335815.1	Neobacillus soli	220688
GCF_900108455.1	Fructobacillus pseudoficulneus	220714
GCF_013694105.1	Halobacillus locisalis	220753
GCF_000829515.1	Jeotgalibacillus campisalis	220754
GCF_010729105.1	Mycobacterium saskatchewanense	220927
GCF_000755145.1	Treponema putidum	221027
GCF_010993935.1	Paenibacillus favisporus	221028
GCF_000011245.1	Oceanobacillus iheyensis HTE831	221109
GCF_004368925.1	Algibacter lectus	221126
GCF_900112395.1	Algibacter lectus	221126
GCF_900112395.1	Algibacter lectus	221126
GCF_004368925.1	Algibacter lectus	221126
GCF_004368925.1	Algibacter lectus	221126
GCF_900112395.1	Algibacter lectus	221126
GCF_900112395.1	Algibacter lectus	221126
GCF_004368925.1	Algibacter lectus	221126
GCF_003710245.1	[Curtobacterium] plantarum	221276
GCF_000315565.1	Mastigocladopsis repens PCC 10914	221288
GCF_003289925.1	Planococcus maitriensis	221799
GCF_002892185.1	Phaeobacter inhibens	221822
GCF_000007745.1	[Mannheimia] succiniciproducens MBEL55E	221988
GCF_000374165.1	Frankia elaeagni	222534
GCF_000013165.1	Neorickettsia sennetsu str. Miyayama	222891
GCF_014652975.1	Kocuria marina	223184
GCF_000007805.1	Pseudomonas syringae pv. tomato str. DC3000	223283
GCF_900455725.1	Rhodococcus gordoniae	223392
GCF_002198095.1	Deinococcus indicus	223556
GCF_900115615.1	Hydrogenimonas thermophila	223786
GCF_900182585.1	Balnearium lithotrophicum	223788
GCF_000821045.2	Chromohalobacter japonicus	223900
GCF_008705175.1	Clostridium diolis	223919
GCF_006740745.1	Methylorubrum populi	223967
GCF_001298445.1	Nostoc piscinale CENA21	224013
GCF_000009045.1	Bacillus subtilis subsp. subtilis str. 168	224308
GCF_000008625.1	Aquifex aeolicus VF5	224324
GCF_006503695.1	Tepidiphilus succinatimandens	224436
GCF_001642675.1	Bradyrhizobium diazoefficiens USDA 110	224911
GCF_000007125.1	Brucella melitensis bv. 1 str. 16M	224914
GCF_000007725.1	Buchnera aphidicola str. Bp	224915
GCF_001485475.2	Tepidanaerobacter syntrophicus	224999
GCF_900167025.1	Treponema berlinense	225004
GCF_014396165.1	Erysipelothrix inopinata	225084
GCF_900167455.1	Enhydrobacter aerosaccus	225324
GCF_014874065.1	Nesterenkonia halotolerans	225325
GCF_013410745.1	Nesterenkonia xinjiangensis	225327
GCF_003575225.1	Clostridium chromiireducens	225345
GCF_006239215.1	Paracoccus haeundaensis	225362
GCF_001439665.1	Formosa algae	225843
GCF_003315415.1	Brevibacterium celere	225845
GCF_002005305.1	Shewanella psychrophila	225848
GCF_000014885.1	Shewanella piezotolerans WP3	225849
GCF_014644555.1	Glutamicibacter ardleyensis	225894
GCF_009725205.1	Paenibacillus timonensis	225915
GCF_000166295.1	Marinobacter adhaerens HP15	225937
GCF_009828015.1	Qipengyuania citrea	225971
GCF_002056725.1	Comamonas kerstersii	225992
GCF_002843565.1	Mesoplasma syrphidae	225999
GCF_900129785.1	Algoriphagus halophilus	226505
GCF_900115305.1	Algoriphagus ornithinivorans	226506
GCF_009731485.1	Rickettsia conorii subsp. heilongjiangensis	226665
GCF_000820515.1	Pseudomonas batumici	226910
GCF_900102055.1	Ulvibacter litoralis	227084
GCF_900090225.1	Micromonospora eburnea	227316
GCF_000007765.2	Coxiella burnetii RSA 493	227377
GCF_901905185.1	Methylocella tundrae	227605
GCF_007991195.1	Cerasibacillus quisquiliarum	227865
GCF_012225885.1	Bacillus tequilensis	227866
GCF_000009765.2	Streptomyces avermitilis MA-4680 = NBRC 14893	227882
GCF_014201675.1	Oceanithermus desulfurans	227924
GCF_000007605.1	Chlamydia caviae GPIC	227941
GCF_003202065.1	Nocardia tenerifensis	228006
GCF_002101555.1	Mycolicibacterium canariasense	228230
GCF_000013025.1	Hyphomonas neptunium ATCC 15444	228405
GCF_000009145.1	Nitrosomonas europaea ATCC 19718	228410
GCF_002019705.1	Alkalihalobacillus patagoniensis	228576
GCF_003570725.1	Peribacillus asahii	228899
GCF_900188415.1	Maribacter sedimenticola	228956
GCF_900109345.1	Maribacter orientalis	228957
GCF_900142175.1	Maribacter aquivivus	228958
GCF_900155985.1	Maribacter ulvicola	228959
GCF_004216535.1	Xylanibacterium ulmi	228973
GCF_004363555.1	Halomonas ventosae	229007
GCF_900106645.1	Flavobacterium degerlachei	229203
GCF_900111075.1	Flavobacterium frigoris	229204
GCF_900129585.1	Flavobacterium micromati	229205
GCF_001050195.2	Anaerolinea thermolimosa	229919
GCF_001050275.1	Leptolinea tardivitalis	229920
GCF_001306035.1	Levilinea saccharolytica	229921
GCF_001010285.1	Photorhabdus thracensis	230089
GCF_007994185.1	Micromonospora endolithica	230091
GCF_014196205.1	Anoxybacillus voinovskiensis	230470
GCF_004341165.1	Reinekea marinisedimentorum	230495
GCF_003726035.1	Paraeggerthella hongkongensis	230658
GCF_002150735.1	Streptomyces africanus	231024
GCF_009720725.1	Allochromatium palmeri	231048
GCF_013394005.1	Furfurilactobacillus rossiae	231049
GCF_002368295.1	Tolypothrix tenuis PCC 7101	231146
GCF_000745425.1	Beijerinckia mobilis	231434
GCF_900699765.1	Desulfoluna butyratoxydans	231438
GCF_900142065.1	Agromyces cerinus subsp. cerinus	232089
GCF_004364445.1	Halomonas alkaliantarctica	232346
GCF_003315405.1	Brevibacterium sanguinis	232444
GCF_005845345.1	Rhodoluna limnophila	232537
GCF_007830875.1	Calothrix desertica PCC 7102	232991
GCF_900156225.1	Ectothiorhodosinus mongolicus	233100
GCF_001562195.1	Alteromonas stellipolaris	233316
GCF_007989805.1	Cellulomonas xylanilytica	233583
GCF_013280495.1	Brevibacterium permense	234834
GCF_016107655.1	Brevibacterium antiquum	234835
GCF_000007905.1	Helicobacter hepaticus ATCC 51449	235279
GCF_000009785.1	Geobacillus kaustophilus HTA426	235909
GCF_900109465.1	Streptacidiphilus jiangxiensis	235985
GCF_900188405.1	Actinacidiphila glaucinigra	235986
GCF_900102095.1	Streptomyces jietaisiensis	235987
GCF_014205295.1	Kribbella solani	236067
GCF_006715085.1	Kribbella jejuensis	236068
GCF_014138465.1	Bartonella chomelii	236402
GCF_003182135.1	Nocardia neocaledoniensis	236511
GCF_002998295.1	Fastidiosipila sanguinis	236753
GCF_900116415.1	Chryseobacterium formosense	236814
GCF_900112005.1	Algoriphagus aquimarinus	237018
GCF_003254055.1	Algoriphagus chordae	237019
GCF_900103915.1	Tenuibacillus multivorans	237069
GCF_900104195.1	Cloacibacterium normanense	237258
GCF_900129275.1	Arenibacter palladensis	237373
GCF_014202695.1	Oribacterium sinus	237576
GCF_009755645.1	Pseudomonas alkylphenolica	237609
GCF_900102665.1	Pseudomonas psychrotolerans	237610
GCF_014199625.1	Sphingomonas abaci	237611
GCF_013408715.1	Pseudonocardia antarctica	237656
GCF_900112045.1	Lentibacillus halodurans	237679
GCF_900111405.1	Salinibacillus kushneri	237682
GCF_002150685.1	Algoriphagus antarcticus	238540
GCF_007989425.1	Rickettsia asiatica	238800
GCF_007567505.1	Shewanella donghaensis	238836
GCF_001575195.1	Tsukamurella pseudospumae	239498
GCF_009731575.1	Akkermansia muciniphila	239935
GCF_000022565.1	Acidobacterium capsulatum ATCC 51196	240015
GCF_000172155.1	Verrucomicrobium spinosum DSM 4136 = JCM 18804	240016
GCF_003633715.1	Thermovibrio guaymasensis	240167
GCF_900188395.1	Desulfurobacterium atlanticum	240169
GCF_900114165.1	Halobacillus dabanensis	240302
GCF_900104185.1	Halobacillus aidingensis	240303
GCF_001702155.1	Secundilactobacillus paracollinoides	240427
GCF_011045155.1	Rhizobium daejeonense	240521
GCF_900188445.1	Actinomadura meyerae	240840
GCF_900168045.1	Salegentibacter holothuriorum	241145
GCF_014202625.1	Rummeliibacillus stabekisii	241244
GCF_003966735.1	Desulfovibrio ferrophilus	241368
GCF_002284575.1	Mesorhizobium temperatum	241416
GCF_003339815.1	Eggerthella sinensis	242230
GCF_002369955.1	Ichthyobacterium seriolicida	242600
GCF_002591975.1	Mycobacterium neglectum	242737
GCF_002102355.1	Mycobacterium sherrisii	243061
GCF_000196115.1	Rhodopirellula baltica SH 1	243090
GCF_000021485.1	Acidithiobacillus ferrooxidans ATCC 23270	243159
GCF_000006685.1	Chlamydia muridarum str. Nigg	243161
GCF_000007985.2	Geobacter sulfurreducens PCA	243231
GCF_000008325.1	Methylococcus capsulatus str. Bath	243233
GCF_000196155.1	Photorhabdus laumondii subsp. laumondii TTO1	243265
GCF_000027325.1	Mycoplasmoides genitalium G37	243273
GCF_000230655.2	Thermotoga maritima MSB8	243274
GCF_000008185.1	Treponema denticola ATCC 35405	243275
GCF_000007705.1	Chromobacterium violaceum ATCC 12472	243365
GCF_000759445.1	Pseudomonas lutea	243924
GCF_900455865.1	Roseomonas gilardii subsp. rosea	243956
GCF_001021495.1	Mycobacterium nebraskense	244292
GCF_013305245.1	Klebsiella variicola	244366
GCF_002966835.1	Pseudomonas lurida	244566
GCF_002245785.1	Mycoplasma testudineum	244584
GCF_000158095.2	Roseibium alexandrii DFL-11	244592
GCF_008932115.1	Bradyrhizobium betae	244734
GCF_006716695.1	Klugiella xanthotipulae	244735
GCF_004339805.1	Anaerospora hongkongensis	244830
GCF_900110065.1	Loktanella fryxellensis	245187
GCF_003751935.1	Vibrio crassostreae	246167
GCF_900101105.1	Maridesulfovibrio ferrireducens	246191
GCF_000012865.1	Carboxydothermus hydrogenoformans Z-2901	246194
GCF_000015345.1	Dichelobacter nodosus VCS1703A	246195
GCF_000012685.1	Myxococcus xanthus DK 1622	246197
GCF_000011965.2	Ruegeria pomeroyi DSS-3	246200
GCF_003664005.1	Hydrogenivirga caldilitoris	246264
GCF_001432245.1	Staphylococcus equorum	246432
GCF_003569805.1	Microbacterium halotolerans	246613
GCF_000709935.2	Metabacillus indicus	246786
GCF_003460035.1	Bacteroides cellulosilyticus	246787
GCF_000009805.1	Nocardia farcinica IFM 10152	247156
GCF_001904655.1	Chroogloeocystis siderophila 5.2 s.c.1	247279
GCF_015326725.1	Anoxybacillus caldiproteolyticus	247480
GCF_007556585.1	Tepidimonas aquatica	247482
GCF_006483415.1	Cupriavidus pinatubonensis	248026
GCF_900187285.1	Veillonella rodentium	248315
GCF_003992125.1	Veillonella caviae	248316
GCF_013359935.1	Paenibacillus xylanilyticus	248903
GCF_009725985.1	Zobellia amurskyensis	248905
GCF_009725995.1	Zobellia laminariae	248906
GCF_900186995.1	Haemophilus pittmaniae	249188
GCF_001885945.1	Enterococcus hermanniensis	249189
GCF_003312425.1	Flavobacterium psychrolimnae	249351
GCF_900143245.1	Flavobacterium fryxellicola	249352
GCF_001270575.1	Streptomyces decoyicus	249567
GCF_009811575.1	Streptomyces glebosus	249580
GCF_001418475.1	Streptomyces ossamyceticus	249581
GCF_014649075.1	Streptomyces asoensis	249586
GCF_000011385.1	Gloeobacter violaceus PCC 7421	251221
GCF_000317125.1	Chroococcidiopsis thermalis PCC 7203	251229
GCF_003701315.1	Pseudomonas syringae pv. helianthi	251654
GCF_001676875.1	Chromobacterium subtsugae	251747
GCF_004341385.1	Uruburuella suis	252130
GCF_004137235.1	Nocardioides ganghwensis	252230
GCF_900156755.1	Alicyclobacillus vulcanalis	252246
GCF_000152725.1	Pseudooceanicola batsensis HTCC2597	252305
GCF_001995255.1	Thioalkalivibrio halophilus	252474
GCF_001617625.1	Microbulbifer thermotolerans	252514
GCF_003568985.1	Vibrio ezurae	252583
GCF_008329945.1	Thiospirochaeta perfilievii	252967
GCF_902859825.1	Paraburkholderia phenoliruptrix	252970
GCF_003814695.1	Myceligenerans xiligouense	253184
GCF_900205965.1	Lacrimispora amygdalina	253257
GCF_008369725.1	Paenibacillus antarcticus	253703
GCF_900114765.1	Halopseudomonas pachastrellae	254161
GCF_902459475.1	Aquicella lusitana	254246
GCF_902459485.1	Aquicella siphonis	254247
GCF_900499075.1	Roseibaca ekhonensis	254356
GCF_900172355.1	Roseisalinus antarcticus	254357
GCF_900114635.1	Shimia aestuarii	254406
GCF_001439965.1	Siminovitchia farraginis	254757
GCF_007681465.1	Siminovitchia fortis	254758
GCF_009870665.1	Streptococcus halichoeri	254785
GCF_003992675.1	Muricauda aquimarina	254955
GCF_002108775.1	Bradyrhizobium canariense	255045
GCF_014191305.1	Pseudoclavibacter helvolus	255205
GCF_001999465.1	Fictibacillus arsenicus	255247
GCF_002252535.1	Brucella lupini	255457
GCF_013372265.1	Aliarcobacter cibarius	255507
GCF_007570865.1	Atlantibacter subterranea	255519
GCF_003725295.1	Slackia faecicanis	255723
GCF_009827445.1	Qipengyuania aquimaris	255984
GCF_003010915.1	Gulosibacter molinativorax	256821
GCF_004354305.1	Shewanella decolorationis	256839
GCF_008118345.1	Gluconobacter thailandicus	257438
GCF_014192055.1	Halomonas organivorans	257772
GCF_002797775.1	Glutamicibacter mysorens	257984
GCF_014203705.1	Kitasatospora gansuensis	258050
GCF_000717275.1	Kitasatospora arboriphila	258052
GCF_900116575.1	Pseudovibrio denitrificans	258256
GCF_004369225.1	Pelotomaculum propionicicum	258475
GCF_900100615.1	Mycolicibacterium fluoranthenivorans	258505
GCF_900103835.1	Acetanaerobacterium elongatum	258515
GCF_000613185.1	Mycolicibacterium cosmeticum	258533
GCF_900114235.1	Marinilactibacillus piezotolerans	258723
GCF_000012305.1	Psychrobacter arcticus 273-4	259536
GCF_900100255.1	Asticcacaulis taihuensis	260084
GCF_014199635.1	Novosphingobium taihuense	260085
GCF_900115005.1	Pseudonocardia ammonioxydans	260086
GCF_002215585.1	Shewanella marisflavi	260364
GCF_001999945.1	Microbulbifer agarilyticus	260552
GCF_004006435.1	Bacillus halotolerans	260554
GCF_001606025.1	Psychrobacter alimentarius	261164
GCF_902362795.1	Intestinibacter bartlettii	261299
GCF_900167145.1	Treponema porcinum	261392
GCF_014647255.1	Iodidimonas muriae	261467
GCF_000008445.1	Bacillus anthracis str. 'Ames Ancestor'	261594
GCF_900089595.1	Micromonospora auratinigra	261654
GCF_900099995.1	Winogradskyella thalassocola	262004
GCF_003217215.1	Winogradskyella epiphytica	262005
GCF_003386165.1	Winogradskyella eximia	262006
GCF_003363485.1	Marinobacter flavimaris	262076
GCF_004136555.1	Kocuria carniphila	262208
GCF_003721155.3	Janibacter melonis	262209
GCF_001442805.1	Lysobacter gummosus	262324
GCF_000019905.1	Exiguobacterium sibiricum 255-15	262543
GCF_900091555.1	Micromonospora mirobrigensis	262898
GCF_002980595.1	Malikia granosa	263067
GCF_001439915.1	Fredinandcohnia humi	263474
GCF_001274945.1	Viridibacillus arvi	263475
GCF_001955655.1	Viridibacillus arenosi	263476
GCF_003226255.1	Idiomarina fontislapidosi	263723
GCF_003987255.1	Idiomarina ramblicola	263724
GCF_001319845.1	Yersinia aleksiciae	263819
GCF_001646785.1	Rhodococcus phenolicus	263849
GCF_900167335.1	Pilibacter termitis	263852
GCF_004341235.1	Mariniflexile fucanivorans	264023
GCF_000009945.1	Chlamydia felis Fe/C-56	264202
GCF_000007105.1	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	264203
GCF_004519295.1	Cellulosimicrobium funkei	264251
GCF_012396125.1	Cellulomonas denverensis	264297
GCF_000196175.1	Bdellovibrio bacteriovorus HD100	264462
GCF_900660755.1	Acholeplasma hippikon	264636
GCF_001439925.1	Peribacillus muralis	264697
GCF_000025925.1	Prevotella ruminicola 23	264731
GCF_003025615.1	Photobacterium frigidiphilum	264736
GCF_000013705.1	Methylobacillus flagellatus KT	265072
GCF_900451175.1	Kingella potus	265175
GCF_002097715.1	Burkholderia ubonensis subsp. mesacidophila	265293
GCF_000008305.1	Mesoplasma florum L1	265311
GCF_002117565.1	Anoxybacillus ayderensis	265546
GCF_009938225.1	Vibrio ponticus	265668
GCF_900101825.1	Aquimonas voraii	265719
GCF_009904675.1	Photobacterium halotolerans	265726
GCF_004028275.1	Hydrogenovibrio thermophilus	265883
GCF_014201465.1	Anoxybacillus tepidamans	265948
GCF_004348195.1	Komagataeibacter saccharivorans	265959
GCF_002009295.1	Komagataeibacter nataicola	265960
GCF_010093225.1	Pseudoxanthomonas koreensis	266061
GCF_010093205.1	Pseudoxanthomonas daejeonensis	266062
GCF_000014185.1	Rubrobacter xylanophilus DSM 9941	266117
GCF_001431525.1	Stenotrophomonas koreensis	266128
GCF_007990245.1	Cellulomonas composti	266130
GCF_000013645.1	Paraburkholderia xenovorans LB400	266265
GCF_900637895.1	Kaistella antarctica	266748
GCF_900638245.1	Kaistella jeonii	266749
GCF_000769135.1	Porphyromonas gingivicanis	266762
GCF_003097295.1	Thalassobacter stenotrophicus	266809
GCF_003026475.1	Photobacterium lipolyticum	266810
GCF_013371215.1	Parasphingorhabdus flavimaris	266812
GCF_000009625.1	Mesorhizobium japonicum MAFF 303099	266835
GCF_900114715.1	Salibacterium qingdaonense	266892
GCF_000017305.1	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940
GCF_002795865.1	Qipengyuania seohaensis	266951
GCF_009827315.1	Qipengyuania gaetbuli	266952
GCF_001563495.1	Chryseobacterium kwangjuense	267125
GCF_002155425.1	Erythrobacter donghaensis	267135
GCF_014055025.1	Neisseria bacilliformis	267212
GCF_007991975.1	Levilactobacillus acidifarinae	267364
GCF_003014615.1	Marinobacterium halophilum	267374
GCF_900141965.1	Pseudoalteromonas marina	267375
GCF_007991215.1	Aneurinibacillus danicus	267746
GCF_000008345.1	Cutibacterium acnes KPA171202	267747
GCF_000008365.1	Mesomycoplasma mobile 163K	267748
GCF_004217095.1	Advenella incenata	267800
GCF_014656585.1	Lactobacillus kefiranofaciens	267818
GCF_000691225.1	Nitrincola lacisaponensis	267850
GCF_004138335.1	Steroidobacter agariperforans	268404
GCF_000757885.1	Paenibacillus wynnii	268407
GCF_009900765.1	Rhodovarius lipocyclicus	268410
GCF_009749395.1	Agromyces salentinus	269421
GCF_000012565.1	Ehrlichia canis str. Jake	269484
GCF_003697185.1	Methylobacterium brachiatum	269660
GCF_900113325.1	Sporolactobacillus nakayamae	269670
GCF_009176625.1	Sporolactobacillus terrae	269673
GCF_006788925.1	Methylotuvimicrobium kenyense	269709
GCF_000014145.1	Cytophaga hutchinsonii ATCC 33406	269798
GCF_000012925.1	Geobacter metallireducens GS-15	269799
GCF_000012405.1	Thermobifida fusca YX	269800
